100,5189
200,7514
300,11641
400,16298
500,18604
600,26534
700,28786
800,32323
900,36984
1000,34930
1100,45639
1200,48506
1300,51560
1400,54291
1500,61162
1600,66474
1700,68450
1800,72026
1900,75695
2000,82532
2100,84689
2200,90394
2300,89986
2400,103242
2500,101525
2600,101047
2700,109541
2800,106190
2900,115167
3000,125889
3100,120007
3200,131724
3300,138727
3400,136097
3500,144662
3600,153389
3700,147912
3800,151226
3900,155907
4000,162080
4100,173780
4200,165102
4300,169976
4400,177115
4500,172582
4600,189098
4700,189337
4800,192491
4900,199832
5000,199632
5100,216814
5200,206765
5300,209597
5400,216325
5500,228063
5600,230392
5700,227164
5800,232372
5900,237978
6000,249836
6100,250332
6200,253857
6300,249609
6400,257157
6500,271489
6600,272991
6700,271911
6800,269240
6900,275188
7000,287958
7100,288126
7200,289122
7300,288106
7400,289016
7500,305314
7600,311050
7700,309496
7800,312022
7900,312787
8000,332857
8100,336332
8200,332396
8300,338426
8400,338503
8500,351663
8600,349655
8700,342805
8800,350345
8900,369004
9000,371925
9100,370085
9200,375429
9300,390335
9400,387623
9500,387128
9600,387005
9700,403826
9800,407340
9900,392037
10000,402290
