100,2961
200,8415
300,10977
400,15083
500,20574
600,23769
700,29252
800,31559
900,36083
1000,39892
1100,48229
1200,52090
1300,52064
1400,56697
1500,59885
1600,67764
1700,67863
1800,75709
1900,75806
2000,79779
2100,85281
2200,86826
2300,101790
2400,98858
2500,106752
2600,101282
2700,112819
2800,113837
2900,118470
3000,118045
3100,125729
3200,126100
3300,135217
3400,136862
3500,144293
3600,143082
3700,149408
3800,155329
3900,164727
4000,162153
4100,164878
4200,171829
4300,177496
4400,175536
4500,179584
4600,193208
4700,194768
4800,188107
4900,192238
5000,204077
5100,196163
5200,205126
5300,218625
5400,214577
5500,221571
5600,226779
5700,231899
5800,229328
5900,234203
6000,253735
6100,255869
6200,256961
6300,255279
6400,263265
6500,255351
6600,271361
6700,276523
6800,275215
6900,289617
7000,283515
7100,284295
7200,279764
7300,294007
7400,293788
7500,298892
7600,298307
7700,313451
7800,316409
7900,325365
8000,326650
8100,335146
8200,334948
8300,343732
8400,331703
8500,342660
8600,347011
8700,334869
8800,363177
8900,353600
9000,357692
9100,358310
9200,380188
9300,388140
9400,379962
9500,393967
9600,388815
9700,399259
9800,399786
9900,398378
10000,403043
