100,3257
200,8308
300,12410
400,15740
500,21462
600,22928
700,29266
800,37409
900,38009
1000,40894
1100,38826
1200,49560
1300,49839
1400,55034
1500,62634
1600,62268
1700,67934
1800,74461
1900,78886
2000,80479
2100,84039
2200,89733
2300,90138
2400,91394
2500,95529
2600,104651
2700,110542
2800,113112
2900,116368
3000,119703
3100,129360
3200,129792
3300,128813
3400,141394
3500,137959
3600,144866
3700,150979
3800,162236
3900,156796
4000,159080
4100,158637
4200,176467
4300,175062
4400,174773
4500,181694
4600,184030
4700,189187
4800,190455
4900,191332
5000,205718
5100,213007
5200,215211
5300,210875
5400,227830
5500,219806
5600,223564
5700,233181
5800,239453
5900,229402
6000,234885
6100,249380
6200,244044
6300,251794
6400,255567
6500,276967
6600,265235
6700,263448
6800,269454
6900,278214
7000,286915
7100,300424
7200,295259
7300,293603
7400,320782
7500,303324
7600,300844
7700,321346
7800,321585
7900,323059
8000,317488
8100,322714
8200,326815
8300,338689
8400,336529
8500,338646
8600,360713
8700,353771
8800,363674
8900,351132
9000,369690
9100,355756
9200,373145
9300,383960
9400,381223
9500,388564
9600,404284
9700,385692
9800,404507
9900,413588
10000,406143
