100,3728
200,7418
300,12150
400,14272
500,22742
600,29266
700,25729
800,30993
900,36301
1000,43245
1100,43505
1200,48746
1300,53793
1400,60982
1500,59409
1600,65118
1700,66762
1800,71227
1900,81546
2000,81796
2100,87578
2200,88666
2300,86588
2400,96560
2500,104674
2600,106895
2700,105756
2800,111093
2900,116349
3000,121281
3100,123900
3200,128521
3300,135916
3400,136187
3500,140274
3600,147485
3700,152602
3800,162956
3900,154874
4000,165873
4100,168082
4200,177175
4300,173955
4400,186155
4500,181154
4600,190074
4700,187027
4800,188640
4900,208376
5000,197556
5100,211152
5200,206119
5300,215901
5400,226704
5500,221017
5600,225653
5700,233020
5800,236837
5900,239635
6000,227810
6100,237459
6200,255323
6300,262009
6400,258806
6500,269873
6600,264131
6700,264230
6800,273897
6900,281322
7000,281134
7100,290511
7200,291076
7300,301161
7400,301558
7500,312888
7600,303980
7700,316071
7800,322056
7900,317123
8000,325571
8100,330719
8200,329647
8300,335166
8400,340876
8500,344008
8600,353286
8700,356680
8800,358954
8900,366046
9000,361673
9100,355741
9200,372705
9300,384009
9400,388371
9500,391659
9600,397041
9700,394201
9800,397222
9900,406066
10000,411663
