100,4452
200,8532
300,15223
400,15861
500,17850
600,25495
700,25545
800,31346
900,38895
1000,42460
1100,45012
1200,53197
1300,52293
1400,51758
1500,61270
1600,63782
1700,74466
1800,70405
1900,74081
2000,79164
2100,86121
2200,89607
2300,100388
2400,96415
2500,99753
2600,100589
2700,113264
2800,117078
2900,122686
3000,113710
3100,125986
3200,127643
3300,136925
3400,136896
3500,145398
3600,146331
3700,143683
3800,143801
3900,156941
4000,161558
4100,169030
4200,175120
4300,181404
4400,178666
4500,186650
4600,185035
4700,188416
4800,197382
4900,202310
5000,203152
5100,205237
5200,211788
5300,217336
5400,219448
5500,224250
5600,231799
5700,234857
5800,241415
5900,241606
6000,255199
6100,256323
6200,245975
6300,256912
6400,261898
6500,264136
6600,265519
6700,269677
6800,263419
6900,276357
7000,288000
7100,288535
7200,295604
7300,310174
7400,307953
7500,307345
7600,307801
7700,309124
7800,316453
7900,319767
8000,331645
8100,320969
8200,336282
8300,347637
8400,334563
8500,348483
8600,343320
8700,351713
8800,354402
8900,371579
9000,367023
9100,361346
9200,380225
9300,389543
9400,385008
9500,381803
9600,387105
9700,393804
9800,392227
9900,403715
10000,413934
