100,3137
200,6132
300,10549
400,13783
500,20147
600,23902
700,28199
800,31832
900,32126
1000,36611
1100,44005
1200,47867
1300,55160
1400,58028
1500,56470
1600,65972
1700,67048
1800,70251
1900,70775
2000,83565
2100,82749
2200,88317
2300,92012
2400,94595
2500,100070
2600,100279
2700,105926
2800,111173
2900,114688
3000,119522
3100,126004
3200,127602
3300,131505
3400,138248
3500,149770
3600,139858
3700,144670
3800,154808
3900,145497
4000,158305
4100,171989
4200,171506
4300,179779
4400,174398
4500,189864
4600,190464
4700,192694
4800,190892
4900,196502
5000,200929
5100,204911
5200,205520
5300,223512
5400,212857
5500,217706
5600,228743
5700,238097
5800,240031
5900,240755
6000,241875
6100,244149
6200,257653
6300,256597
6400,267335
6500,269371
6600,269139
6700,276076
6800,278990
6900,283780
7000,286186
7100,284091
7200,298736
7300,300977
7400,305570
7500,315637
7600,317888
7700,313861
7800,312309
7900,308613
8000,327877
8100,334257
8200,332687
8300,335153
8400,344080
8500,350933
8600,347450
8700,352069
8800,349701
8900,346363
9000,366296
9100,376968
9200,383451
9300,385168
9400,385226
9500,392945
9600,398855
9700,402636
9800,393262
9900,405821
10000,412548
