100,3166
200,6552
300,11238
400,13818
500,21799
600,28263
700,24647
800,30363
900,35427
1000,42463
1100,42544
1200,47955
1300,52856
1400,59703
1500,58394
1600,64594
1700,66103
1800,70443
1900,80582
2000,81018
2100,87143
2200,87753
2300,85693
2400,95699
2500,103382
2600,106208
2700,105216
2800,110153
2900,115596
3000,120671
3100,122793
3200,127790
3300,134782
3400,135428
3500,139742
3600,147023
3700,151434
3800,162147
3900,154057
4000,165128
4100,167377
4200,176093
4300,172818
4400,185449
4500,180544
4600,189011
4700,185343
4800,187729
4900,207250
5000,196634
5100,210172
5200,205481
5300,214946
5400,226081
5500,219976
5600,224359
5700,231879
5800,235738
5900,238920
6000,226728
6100,236893
6200,254424
6300,261136
6400,257906
6500,268816
6600,263239
6700,263688
6800,272777
6900,280688
7000,280024
7100,289470
7200,290097
7300,300523
7400,300302
7500,311773
7600,303104
7700,315333
7800,321021
7900,316092
8000,324547
8100,329641
8200,328664
8300,333958
8400,340182
8500,343050
8600,351927
8700,355301
8800,358318
8900,365049
9000,360321
9100,354815
9200,372006
9300,383079
9400,387402
9500,390725
9600,396208
9700,393559
9800,396287
9900,405315
10000,410554
