100,2570
200,6893
300,11264
400,15277
500,20694
600,24179
700,26955
800,34669
900,35624
1000,35042
1100,42414
1200,47048
1300,49724
1400,53753
1500,65052
1600,61873
1700,65631
1800,70161
1900,76983
2000,78537
2100,83461
2200,83179
2300,88607
2400,93761
2500,93538
2600,111671
2700,114534
2800,115516
2900,110916
3000,125817
3100,120252
3200,132776
3300,136586
3400,136616
3500,144437
3600,148016
3700,147516
3800,157496
3900,161352
4000,157603
4100,161495
4200,170849
4300,161820
4400,172707
4500,188561
4600,184687
4700,189058
4800,188851
4900,196337
5000,201010
5100,212762
5200,227015
5300,216098
5400,210613
5500,224360
5600,242165
5700,238678
5800,241649
5900,239901
6000,238718
6100,246209
6200,250979
6300,261414
6400,268135
6500,268940
6600,266561
6700,271409
6800,273371
6900,277682
7000,286404
7100,290991
7200,292563
7300,294799
7400,288652
7500,318594
7600,314962
7700,332178
7800,314936
7900,327102
8000,318276
8100,335789
8200,323472
8300,335975
8400,333966
8500,346444
8600,341261
8700,353945
8800,357931
8900,352538
9000,365742
9100,371706
9200,385954
9300,370753
9400,378217
9500,383249
9600,381521
9700,394428
9800,391971
9900,406804
10000,402804
