100,2780
200,6281
300,10030
400,14175
500,18635
600,22678
700,24956
800,33714
900,34457
1000,40194
1100,41140
1200,43362
1300,57343
1400,52391
1500,58906
1600,66854
1700,68970
1800,71498
1900,79966
2000,81930
2100,86975
2200,88768
2300,94413
2400,96208
2500,100304
2600,98641
2700,105948
2800,116808
2900,116883
3000,124946
3100,115380
3200,124571
3300,138940
3400,135024
3500,142151
3600,145974
3700,149743
3800,154424
3900,152656
4000,158439
4100,172675
4200,168382
4300,172813
4400,179695
4500,182144
4600,189329
4700,188080
4800,195181
4900,195566
5000,206284
5100,209464
5200,208331
5300,216285
5400,226838
5500,216499
5600,225567
5700,234640
5800,239773
5900,247721
6000,239110
6100,252782
6200,244911
6300,259398
6400,263507
6500,269337
6600,265410
6700,262721
6800,270438
6900,270417
7000,290431
7100,286353
7200,291463
7300,299823
7400,314750
7500,307950
7600,295596
7700,311767
7800,314196
7900,324738
8000,339769
8100,334387
8200,332195
8300,324145
8400,329347
8500,340291
8600,344445
8700,344085
8800,353735
8900,363215
9000,373030
9100,370764
9200,375151
9300,371897
9400,384141
9500,382700
9600,388301
9700,392725
9800,391226
9900,405326
10000,409271
