100,4624
200,7825
300,10164
400,17024
500,22196
600,23094
700,28127
800,31889
900,37975
1000,38659
1100,44147
1200,48410
1300,53454
1400,51966
1500,63679
1600,63500
1700,72892
1800,71309
1900,80404
2000,79092
2100,85185
2200,93006
2300,91073
2400,105146
2500,103113
2600,101825
2700,109580
2800,112373
2900,110694
3000,127621
3100,128575
3200,129629
3300,131657
3400,136935
3500,143968
3600,144942
3700,148279
3800,154391
3900,158935
4000,163168
4100,157912
4200,160382
4300,169325
4400,176890
4500,189090
4600,191711
4700,191261
4800,194053
4900,201889
5000,198810
5100,206502
5200,215236
5300,210216
5400,209555
5500,225667
5600,227920
5700,223311
5800,237627
5900,240551
6000,245336
6100,241599
6200,252386
6300,247328
6400,272607
6500,261735
6600,271650
6700,266851
6800,277213
6900,280566
7000,284686
7100,284661
7200,285181
7300,291928
7400,307355
7500,308913
7600,306772
7700,302944
7800,320498
7900,320568
8000,326008
8100,327398
8200,339802
8300,334117
8400,342103
8500,349543
8600,345419
8700,348065
8800,357192
8900,362299
9000,372232
9100,380223
9200,365331
9300,368903
9400,369027
9500,378227
9600,385220
9700,387231
9800,384254
9900,407548
10000,407920
