100,2992
200,6998
300,13783
400,18811
500,19439
600,23842
700,26689
800,33821
900,41386
1000,39638
1100,44550
1200,48344
1300,51477
1400,57513
1500,57613
1600,63358
1700,68173
1800,72739
1900,77751
2000,81010
2100,87634
2200,88443
2300,95935
2400,100336
2500,100166
2600,110731
2700,104751
2800,113845
2900,113312
3000,129140
3100,121392
3200,128318
3300,129169
3400,143086
3500,141898
3600,138990
3700,149346
3800,160858
3900,156733
4000,165178
4100,162755
4200,166678
4300,165438
4400,174022
4500,180530
4600,197336
4700,199134
4800,191789
4900,200082
5000,203938
5100,212607
5200,209544
5300,213542
5400,215550
5500,218581
5600,230729
5700,229352
5800,230821
5900,244447
6000,239830
6100,246661
6200,245115
6300,259851
6400,261485
6500,272225
6600,266338
6700,270837
6800,271248
6900,281937
7000,286314
7100,288072
7200,294574
7300,303110
7400,305563
7500,295019
7600,292583
7700,305230
7800,328202
7900,328231
8000,321680
8100,329409
8200,326935
8300,338330
8400,332495
8500,352734
8600,338976
8700,355508
8800,369788
8900,366589
9000,364469
9100,358742
9200,372869
9300,375980
9400,373207
9500,388521
9600,377941
9700,385066
9800,406131
9900,402589
10000,403754
