100,3968
200,7796
300,12393
400,14361
500,20105
600,25042
700,29984
800,37234
900,39388
1000,41593
1100,46272
1200,49644
1300,55334
1400,59616
1500,64611
1600,64702
1700,67480
1800,69898
1900,76636
2000,77973
2100,88781
2200,88234
2300,94240
2400,96832
2500,101639
2600,102835
2700,108943
2800,113653
2900,111453
3000,115602
3100,132980
3200,132869
3300,130642
3400,137914
3500,135567
3600,145851
3700,147216
3800,154886
3900,153778
4000,161483
4100,167029
4200,169005
4300,178397
4400,180546
4500,179637
4600,180943
4700,189528
4800,192169
4900,203405
5000,208639
5100,202484
5200,212485
5300,218919
5400,211199
5500,215703
5600,229650
5700,234585
5800,227181
5900,237025
6000,241952
6100,247008
6200,251925
6300,262454
6400,257912
6500,267171
6600,263111
6700,270673
6800,273815
6900,269855
7000,293161
7100,281045
7200,291917
7300,301456
7400,295203
7500,314490
7600,314695
7700,304514
7800,320149
7900,327711
8000,330836
8100,326659
8200,333794
8300,339510
8400,333566
8500,344865
8600,351967
8700,355054
8800,356062
8900,363549
9000,357445
9100,373688
9200,361467
9300,376783
9400,376364
9500,380902
9600,384211
9700,388511
9800,399183
9900,402981
10000,407918
