100,3329
200,8002
300,10850
400,14952
500,19435
600,23776
700,28794
800,29406
900,37341
1000,43564
1100,43323
1200,47254
1300,49438
1400,56727
1500,58573
1600,66622
1700,70080
1800,72541
1900,75742
2000,82304
2100,89218
2200,91949
2300,90304
2400,97525
2500,106007
2600,107665
2700,108235
2800,111421
2900,121842
3000,128353
3100,124011
3200,134959
3300,133373
3400,129511
3500,135293
3600,147914
3700,157267
3800,159776
3900,162829
4000,164910
4100,173682
4200,167617
4300,177878
4400,173128
4500,183455
4600,185764
4700,194507
4800,193243
4900,200072
5000,206296
5100,200063
5200,206894
5300,218860
5400,220872
5500,226542
5600,226563
5700,236211
5800,250799
5900,243551
6000,245336
6100,244135
6200,241541
6300,264248
6400,251206
6500,266488
6600,264801
6700,276917
6800,281865
6900,282539
7000,281355
7100,293549
7200,297640
7300,289993
7400,295657
7500,304313
7600,305047
7700,318890
7800,323233
7900,318655
8000,316929
8100,327532
8200,330810
8300,340687
8400,335167
8500,363823
8600,341662
8700,344850
8800,365780
8900,352044
9000,366450
9100,364566
9200,368461
9300,373221
9400,386231
9500,398333
9600,380858
9700,399602
9800,394139
9900,380419
10000,395407
