100,1,3997
200,1,8498
300,1,11486
400,1,15310
500,1,19422
600,1,21406
700,1,26143
800,1,30232
900,0,36508
1000,1,41963
1100,1,42837
1200,1,46428
1600,1,61113
1500,1,63918
1700,1,71496
1800,1,73394
1400,1,52206
1300,1,49010
2700,1,100820
2600,1,107546
2900,1,108074
2300,0,93331
2000,0,77673
2500,1,99241
2800,1,114048
2400,1,99489
3100,1,131710
2200,1,96442
2100,1,88560
1900,0,76988
3000,1,119345
3400,1,135878
4200,1,169041
3800,1,152604
3700,1,148745
4300,1,170509
4400,1,166705
3500,1,140914
3200,1,129297
3600,1,146140
4500,1,182641
3900,1,154752
4000,1,160104
4100,1,167799
3300,1,130945
4900,1,209974
4700,1,194989
4600,1,184547
5300,1,216693
5600,1,224044
5800,1,242551
5400,2,211976
5000,1,195932
5900,1,239661
5200,1,217184
5500,1,220018
4800,1,195630
5100,1,207296
5700,1,233819
6300,1,263103
7100,0,282642
6000,0,228023
6900,1,278837
6200,1,255747
6100,1,249438
6800,1,278061
6400,1,256840
7000,1,286923
6600,1,261407
6500,1,264779
7300,1,301948
7200,1,284986
6700,0,262539
7700,1,314943
7600,1,316805
8400,1,346024
8500,1,346387
7900,1,313734
8600,1,349325
8700,1,345368
8100,1,325940
8000,1,313306
8300,1,343403
7400,1,298806
8200,1,328872
7500,1,314568
7800,1,322468
9100,1,369976
9600,1,389158
9900,1,395661
9700,1,394295
10000,1,411741
8800,1,361198
9500,1,378596
9400,1,381534
9300,1,378246
9800,1,389992
9200,1,368634
9000,1,369104
8900,1,356376
