3,0,4238,3
2,0,4297,2
4,0,4094,4
39,3,1580,44
45,3,943,50
48,4,833,54
23,2,2389,24
14,2,3116,14
46,4,943,51
36,3,1670,40
26,2,2381,27
15,1,3016,15
20,2,2613,21
40,3,1512,45
29,2,2056,31
19,2,2669,19
1,0,4421,1
8,1,3627,8
13,2,3215,13
50,3,733,56
49,4,733,55
12,1,3269,12
47,3,893,52
37,3,1670,41
38,3,1632,42
35,2,1670,39
6,0,3884,6
44,3,943,49
42,4,1165,47
43,3,1165,48
41,3,1239,46
7,0,3801,7
17,1,2733,17
16,1,2943,16
28,2,2113,30
18,1,2669,18
11,1,3350,11
9,1,3564,9
10,1,3372,10
5,0,3974,5
31,3,1932,34
21,2,2560,22
33,2,1849,37
27,2,2273,28
30,3,2056,32
34,3,1776,38
25,2,2389,26
32,3,1927,36
24,2,2389,25
22,2,2560,23
