24,2,1681,29
25,2,1614,30
26,2,1604,31
23,2,1740,28
3,0,3334,6
1,0,4018,2
17,2,2188,21
11,1,2704,14
16,1,2512,19
12,1,2637,15
10,1,2706,13
7,1,2890,10
6,1,2965,9
8,1,2786,11
13,2,2599,16
18,1,2188,22
5,1,2996,8
20,2,1955,24
15,2,2577,18
21,1,1922,25
22,2,1828,26
14,1,2599,17
19,2,2048,23
4,1,3248,7
9,1,2778,12
2,0,3694,4
42,3,739,51
48,4,412,59
49,3,377,60
43,3,737,52
44,3,737,54
47,4,453,58
46,3,453,57
50,3,308,61
45,3,737,55
40,3,757,49
30,2,1144,35
35,3,937,41
37,3,861,45
33,2,1050,38
36,3,921,43
31,2,1051,36
41,3,739,50
28,2,1288,33
29,2,1230,34
27,3,1604,32
39,3,757,47
32,2,1051,37
38,3,845,46
34,3,1000,40
