36,2,2013,38
35,2,2109,37
2,0,4327,3
37,3,1953,39
32,3,2109,34
34,2,2109,36
12,1,3381,13
33,2,2109,35
20,2,2865,22
23,2,2669,25
16,1,3045,18
6,0,4041,7
10,1,3753,11
1,0,4449,2
4,0,4195,5
22,2,2767,24
25,2,2597,27
28,2,2429,30
30,2,2273,32
31,2,2177,33
13,2,3349,14
9,1,3899,10
15,2,3045,17
19,1,2916,21
24,1,2669,26
14,1,3243,15
8,1,3947,9
26,2,2597,28
29,3,2295,31
11,1,3474,12
21,2,2767,23
7,1,3953,8
18,2,2916,20
5,0,4175,6
27,2,2433,29
17,2,2954,19
3,0,4235,4
38,3,1866,40
49,3,1269,53
45,4,1333,49
43,3,1515,45
47,4,1305,51
48,4,1305,52
41,3,1626,43
39,3,1784,41
42,3,1612,44
50,4,1269,54
40,2,1634,42
46,3,1305,50
44,3,1347,47
