3,0,37684,3
11,0,34152,11
34,3,25363,35
8,0,35518,8
10,0,34257,10
17,2,30320,18
36,3,25080,37
37,2,25064,38
45,3,24150,46
40,3,24713,41
47,3,24120,48
41,2,24713,42
49,3,24120,50
46,3,24150,47
48,3,24120,49
44,3,24336,45
42,3,24713,43
43,3,24428,44
38,3,25006,39
39,3,24810,40
35,3,25363,36
50,4,24120,51
38,2,25006,39
47,3,24120,48
48,4,24120,49
50,3,24120,51
49,3,24120,50
22,2,28436,23
35,3,25363,36
45,3,24150,46
42,3,24713,43
32,3,26566,33
43,3,24428,44
16,1,30801,17
44,3,24336,45
23,2,28432,24
18,1,29010,19
25,2,28432,26
31,2,27012,32
14,1,32567,14
39,3,24810,40
26,2,28084,27
34,3,25363,35
30,2,27100,31
28,2,27217,29
36,3,25080,37
33,2,26397,34
41,3,24713,42
40,3,24713,41
10,0,34257,10
11,1,34152,11
37,2,25064,38
46,3,24150,47
15,1,31955,15
19,1,28882,20
9,1,34283,9
20,2,28808,21
27,2,27296,28
21,1,28632,22
29,2,27159,30
24,2,28432,25
17,1,30320,18
8,0,35518,8
5,0,37268,5
13,1,33460,13
12,0,33648,12
3,0,37684,3
4,1,37285,4
1,0,38615,1
6,1,36177,6
7,0,35849,7
2,0,38017,2
