1,1,38383,1
3,1,38047,3
2,0,38197,2
4,0,37825,4
5,0,37237,5
6,0,37027,6
46,3,26733,46
32,2,29778,32
39,3,28237,39
23,1,32426,23
30,2,30067,30
37,3,28333,37
50,4,25985,50
26,2,31766,26
44,3,26733,44
24,1,32350,24
47,3,26477,47
43,3,26958,43
49,3,25985,49
42,3,28014,42
41,3,28062,41
40,3,28093,40
48,3,26477,48
45,3,26733,45
31,2,29892,31
36,3,28977,36
25,2,31858,25
38,3,28333,38
35,3,28977,35
28,2,30663,28
34,3,29082,34
27,3,30944,27
33,2,29699,33
29,2,30180,29
22,2,32438,22
7,1,36972,7
20,2,32722,20
17,1,33295,17
8,0,36490,8
15,1,34245,15
10,1,35359,10
14,2,34275,14
19,2,32803,19
13,1,34327,13
16,2,33371,16
12,1,34708,12
9,1,36170,9
21,2,32675,21
18,2,32844,18
11,1,35011,11
