42,2,29621,42
40,3,29893,40
39,2,29893,39
37,3,29983,37
16,1,36578,16
19,2,36152,19
20,2,35900,20
48,3,29244,48
50,3,27834,50
9,0,39072,9
1,0,41800,1
13,1,37647,13
29,2,30548,29
43,3,29533,43
25,2,32636,25
23,2,33024,23
14,2,37537,14
26,2,31790,26
4,0,41008,4
28,2,30548,28
12,1,38516,12
30,3,30548,30
8,1,39551,8
22,2,33683,22
38,3,29983,38
5,1,40812,5
24,2,32844,24
45,3,29360,45
44,3,29360,44
41,3,29621,41
49,3,28626,49
18,1,36437,18
31,3,30121,31
35,3,29983,35
36,3,29983,36
17,1,36437,17
27,2,31034,27
21,1,35520,21
6,1,40701,6
33,3,30121,33
34,3,30121,34
32,2,30121,32
15,1,37257,15
7,0,40009,7
10,1,38990,10
2,0,41324,2
11,1,38697,11
3,0,41114,3
46,3,29250,46
47,3,29250,47
