3,0,39255,3
5,1,38855,5
50,3,28704,50
40,3,31379,40
6,1,38775,6
27,3,34349,27
37,3,32157,37
32,2,33529,32
4,0,39119,4
46,3,29573,46
45,3,29948,45
1,1,39468,1
30,2,33761,30
19,2,35861,19
2,0,39318,2
47,4,29233,47
16,2,36362,16
33,3,33529,33
49,3,28858,49
43,3,30549,43
13,2,36814,13
48,3,29233,48
34,3,33285,34
38,2,31973,38
10,1,37795,10
39,3,31501,39
21,1,35667,21
36,3,32157,36
44,3,30413,44
42,3,30549,42
41,3,31087,41
26,3,34349,26
22,2,34843,22
28,2,34291,28
24,2,34553,24
25,2,34473,25
14,1,36814,14
20,2,35767,20
31,2,33606,31
23,2,34566,23
29,2,34089,29
35,3,32649,35
9,1,38078,9
18,1,36075,18
12,1,36968,12
15,2,36814,15
7,1,38767,7
17,2,36332,17
8,1,38084,8
11,1,37317,11
